Roadway Name,Roadway Name og,From,To,Direction,average_volume
Lakewood Ave,LAKEWOOD AVE,INWOOD STREET,LIVERPOOL STREET,NB,52.58333333
Stewart Avenue,Stewart Avenue,Metropolitan Avenue,Grand Street,SB,52.58333333
Bronxwood Avenue,Bronxwood Avenue,Mace Avenue,Allerton Avenue,SB,52.58333333
Stanley Avenue,Stanley Avenue,Snediker Avenue,Hinsdale Street,EB,52.58333333
Whitney Avenue,WHITNEY AVENUE,ASKE STREET,ROOSEVELT AVENUE,SB,52.58333333
34Th St,34th St,91st St,92nd St,WB,52.58333333
Ocean Parkway,Ocean Parkway,Caton Avenue,Albemarle Road,NB,52.54166667
Calhoun Avenue,CALHOUN AVENUE,East 177th Street,Dewey Avenue,SB,52.54166667
Westchester Avenue,WESTCHESTER AVENUE,ARNOW PLACE,SANDS PLACE,SB,52.5
E 176 St,E 176 ST,MARMION AVENUE,PROSPECT AVENUE,EB,52.5
3 Street,3 STREET,SMITH STREET,HOYT STREET,EB,52.41666667
Putnam Avenue,Putnam Avenue,Claver Place,Franklin Avenue,EB,52.33333333
Willowbrook Road,WILLOWBROOK ROAD,Seneca Loop,Collfield Avenue,EB,52.33333333
Hicks Street,Hicks Street,Kane Street,De Graw Street,SB,52.29166667
3 Street,3 STREET,SMITH STREET,HOYT STREET,EB,52.25
Baychester Avenue,Baychester Avenue,Bartow Avenue,Hutchinson River Parkway,SB,52.25
Willowbrook Road,WILLOWBROOK ROAD,COLLFIELD AVENUE,SENECA LOOP,EB,52.25
East 138 Street,EAST 138 STREET,ST ANNS AVENUE,CYPRESS AVENUE,WB,52.20833333
East 161 Street,East 161 Street,Eagle Avenue,Cauldwell Avenue,EB,52.16666667
11 Avenue,11 Avenue,West 44 Street,West 45 Street,NB,52.16666667
East 169 Street,EAST 169 STREET,TINTON AVENUE,UNION AVENUE,EB,52.125
Laconia Avenue,LACONIA AVENUE,ADEE AVENUE,BURKE AVENUE,SB,52.125
Morningside Drive,MORNINGSIDE DRIVE,120 STREET,121 STREET,WB,52.125
Gates Avenue,GATES AVENUE,Tompkins Avenue,Throop Avenue,EB,52.125
Ocean Parkway,OCEAN PARKWAY,Avenue S,AvenueT,SB,52.08333333
Ashland Place,ASHLAND PLACE,4 AVENUE,LAFAYETTE AVENUE,NB,52.04166667
Ocean Terrace,OCEAN TERRACE,WITTEMAN PLACE,MILFORD DRIVE,NB,52.04166667
Delafield Avenue,Delafield Avenue,Clove Road,Raymond Place,EB,52
Morningside Drive,Morningside Drive,West 121 Street,Amsterdam Avenue,WB,51.95833333
Bronxwood Avenue,Bronxwood Avenue,Mace Avenue,Allerton Avenue,SB,51.95833333
Willowbrook Road,WILLOWBROOK ROAD,Seneca Loop,Collfield Avenue,WB,51.95833333
Woodhaven Boulevard,WOODHAVEN BOULEVARD,73rd Avenue,74th Avenue,SB,51.95833333
3 Avenue,3 Avenue,East 189 Street,Park Avenue,NB,51.91666667
Audubon Ave,Audubon Ave,West  166 St,West 167 St,NB,51.875
Cherry Street,CHERRY STREET,CATHERINE SLIP,MARKET STREET,WB,51.83333333
Korean War Vets Parkway Sr,KOREAN WAR VETS PARKWAY SR,HEENAN AVENUE,ALBEE AVENUE,NB,51.79166667
Benson Avenue,BENSON AVENUE,19th Avenue,Bay 22nd Street,WB,51.79166667
Lakewood Ave,LAKEWOOD AVE,INWOOD STREET,LIVERPOOL STREET,NB,51.75
Ocean Parkway,Ocean Parkway,Parkville Avenue,Newkirk Avenue,NB,51.70833333
49 Street,49 STREET,12 AVENUE,13 AVENUE,WB,51.70833333
Hicks Street,Hicks Street,Kane Street,De Graw Street,SB,51.70833333
Calhoun Avenue,CALHOUN AVENUE,SCHLEY AVENUE,DEWEY AVENUE,SB,51.66666667
Calhoun Avenue,Calhoun Avenue,Dewey Avenue,Cross Bronx Expressway,SB,51.625
E 204Th St,E 204th St,Grand Concourse,E Mosholu Pkwy S,EB,51.625
Brinkerhoff Ave,BRINKERHOFF AVE,111 AVE,143 STREET,WB,51.58333333
Putnam Avenue,Putnam Avenue,Claver Place,Franklin Avenue,EB,51.58333333
Ocean Parkway Service Road,Ocean Parkway Service Road,Lawrence Avenue,Parkville Avenue,NB,51.58333333
Fairmont Pl,FAIRMONT PL,MARMION AVENUE,PROSPECT AVENUE,WB,51.54166667
Avenue Z,Avenue Z,16 Street,15 Street,WB,51.54166667
Laconia Avenue,LACONIA AVENUE,ARNOW AVENUE,ADEE AVENUE,NB,51.54166667
Fresh Meadow Lane,FRESH MEADOW LANE,HORACE HARDING EXPRESSWAY,65 AVENUE,NB,51.5
East Mosholu Parkway South,EAST MOSHOLU PARKWAY SOUTH,GRAND CONCOURSE,VAN CORTLANDT AVENUE EAST,SB,51.45833333
Astor Avenue,Astor Avenue,Wallace Avenue,Barnes Avenue,WB,51.45833333
Bronxwood Avenue,Bronxwood Avenue,Mace Avenue,Allerton Avenue,SB,51.45833333
Baychester Avenue,Baychester Avenue,Bartow Avenue,Hutchinson River Parkway,SB,51.33333333
East 36 Street,East 36 Street,Quentin Road,Avenue R,NB,51.33333333
Bronxwood Avenue,BRONXWOOD AVENUE,Mace Avenue,Allerton Avenue,SB,51.33333333
E 204Th St,E 204th St,Grand Concourse,E Mosholu Pkwy S,EB,51.33333333
Cherry Street,Cherry Street,Catherine Slip,Catherine Street,WB,51.29166667
Laconia Avenue,LACONIA AVENUE,ARNOW AVENUE,ADEE AVENUE,SB,51.29166667
Hicks Street,Hicks Street,Kane Street,De Graw Street,SB,51.29166667
East 161St Street,EAST 161st STREET,Eagle Avenue,Cauldwell Avenue,EB,51.29166667
East Mosholu Parkway South,EAST MOSHOLU PARKWAY SOUTH,GRAND CONCOURSE,VAN CORTLANDT AVENUE EAST,SB,51.25
Tinton Avenue,TINTON AVENUE,EAST 166 STREET,HOME STREET,NB,51.25
73 Place,73 PLACE,COOPER AVENUE,CENTRAL AVENUE,NB,51.25
Greene Avenue,GREENE AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,EB,51.20833333
200 Street,200 Street,36 Avenue,Francis Lewis Boulevard,NB,51.20833333
Delafield Avenue,Delafield Avenue,Clove Road,Raymond Place,WB,51.20833333
Honeywell Street,Honeywell Street,Northern Boulevard,Skillman Avenue,SB,51.16666667
45 Avenue,45 AVENUE,193 STREET,192 STREET,WB,51.125
Castle Hill Avenue,CASTLE HILL AVENUE,CHATTERTON AVENUE,BLACKROCK AVENUE,SB,51.08333333
Arthur Kill Road,ARTHUR KILL ROAD,Sharrotts Road,Winant Lane,SB,51.08333333
Veterans Avenue,Veterans Avenue,East 67 Street,Avenue T,EB,51.04166667
34Th St,34th St,91st St,92nd St,WB,51.04166667
Bronxwood Avenue,BRONXWOOD AVENUE,Mace Avenue,Allerton Avenue,SB,51.04166667
East 177 Street,EAST 177 STREET,HARDING AVENUE,LAWTON AVENUE,SB,51
Cross Island Parkway Sr,Cross Island Parkway SR,87 Avenue,88 Avenue,NB,51
Fulton Avenue,FULTON AVENUE,EAST 172 STREET,EAST 173 STREET,NB,50.95833333
Calhoun Avenue,Calhoun Avenue,Dewey Avenue,Cross Bronx Expressway,SB,50.95833333
45 Avenue,45 Avenue,192 Street,193 Street,WB,50.95833333
Brinkerhoff Ave,BRINKERHOFF AVE,111 AVE,143 STREET,WB,50.91666667
204 Street,204 Street,Grand Concourse,Valentine Avenue,WB,50.91666667
Wadsworth Avenue,WADSWORTH AVENUE,West 175th Street,West 176th Street,SB,50.91666667
Murdock Avenue,Murdock Avenue,174 Street,173 Street,SB,50.875
Cedar Lawn Avenue,CEDAR LAWN AVENUE,VIRGINIA STREET,READS LANE,WB,50.875
Cedar Lawn Avenue,CEDAR LAWN AVENUE,VIRGINIA STREET,READS LANE,WB,50.875
Morningside Drive,MORNINGSIDE DRIVE,West 120th Street,West 121 Street,NB,50.875
Stanley Avenue,Stanley Avenue,Snediker Avenue,Hinsdale Street,EB,50.83333333
34Th St,34th St,91st St,92nd St,WB,50.83333333
Bronxwood Avenue,BRONXWOOD AVENUE,Mace Avenue,Allerton Avenue,NB,50.83333333
Putnam Avenue,Putnam Avenue,Claver Place,Franklin Avenue,EB,50.79166667
Cherry Street,CHERRY STREET,Market Street,Catherine Street,WB,50.79166667
East 161St Street,EAST 161st STREET,Eagle Avenue,Cauldwell Avenue,EB,50.79166667
51 Street,51 STREET,13 AVENUE,New Utrecht Avenue,WB,50.70833333
Bay Ridge Avenue,Bay Ridge Avenue,11 Avenue,12 Avenue,EB,50.70833333
Cherry Street,CHERRY STREET,CATHERINE SLIP,MARKET STREET,WB,50.70833333
Fresh Meadow Lane,Fresh Meadow Lane,Horace Harding Expressway Sr. S,65 Avenue,NB,50.70833333
Cherry Street,CHERRY STREET,Market Street,Catherine Street,WB,50.70833333
31 Street,31 STREET,34 AVENUE,35 AVENUE,NB,50.625
Stewart Avenue,Stewart Avenue,Metropolitan Avenue,Grand Street,SB,50.625
3 Avenue,3 Avenue,East 189 Street,Park Avenue,NB,50.625
Eastern Parkway,Eastern Parkway,Troy Avenue,Albany Avenue,WB,50.58333333
St Nicholas Place,ST NICHOLAS PLACE,150 STREET,151 STREET,SB,50.58333333
Gates Avenue,GATES AVENUE,Classon Avenue,Franklin Avenue,WB,50.58333333
Stewart Avenue,Stewart Avenue,Metropolitan Avenue,Grand Street,SB,50.54166667
St Nicholas Place,ST NICHOLAS PLACE,150 STREET,151 STREET,SB,50.54166667
Bronxwood Avenue,Bronxwood Avenue,Mace Avenue,Allerton Avenue,NB,50.5
Jerome Avenue Sr,JEROME AVENUE SR,GOBLE PLACE,EAST MOUNT EDEN AVENUE,SB,50.5
Murdock Avenue,Murdock Avenue,174 Street,173 Street,SB,50.45833333
Norfolk Street,NORFOLK STREET,Delancey Street,Rivington Street,NB,50.41666667
3 Avenue,3 Avenue,East 189 Street,Park Avenue,SB,50.375
Laconia Avenue,LACONIA AVENUE,Adee Avenue,Burke Avenue,NB,50.375
Norfolk Street,NORFOLK STREET,Delancey Street,Rivington Street,NB,50.33333333
Avenue U,Avenue U,East 71 Street,Veterans Avenue,NB,50.29166667
Cedar Ave,Cedar Ave,W 179th St,W Fordham Rd,NB,50.29166667
West 167 Street,West 167 Street,Audubon Avenue,St. Nicholas Avenue,WB,50.25
Audubon Ave,Audubon Ave,West  166 St,West 167 St,NB,50.25
Bronxwood Avenue,BRONXWOOD AVENUE,Mace Avenue,Allerton Avenue,NB,50.20833333
Cedar Ave,Cedar Ave,W 179th St,W Fordham Rd,NB,50.20833333
Ash St,ASH ST,COMMERCIAL ST,MC GUINNESS,WB,50.16666667
Ash St,ASH ST,COMMERCIAL ST,MC GUINNESS,WB,50.16666667
31 Avenue,31 Avenue,131 Street,Whitestone Expressway,EB,50.16666667
Avenue Z,Avenue Z,16 Street,15 Street,WB,50.16666667
Stillwell Avenue,STILLWELL AVENUE,PELHAM PARKWAY,RHINELANDER AVENUE,WB,50.16666667
48 Street,48 STREET,54 ROAD,55 AVENUE,NB,50.08333333
Korean War Vets Parkway Sr,KOREAN WAR VETS PARKWAY SR,HEENAN AVENUE,ALBEE AVENUE,NB,50.08333333
Baychester Avenue,Baychester Avenue,Hutchinson River Parkway,Bartow Avenue,SB,50.08333333
Wadsworth Avenue,WADSWORTH AVENUE,West 175th Street,West 176th Street,SB,50.08333333
Ash St,ASH ST,COMMERCIAL ST,MC GUINNESS,WB,50.04166667
Hegeman Avenue,HEGEMAN AVENUE,FOUNTAIN AVENUE,LOGAN STREET,WB,50.04166667
East 36 Street,East 36 Street,Quentin Road,Avenue R,NB,50.04166667
Longwood Avenue,Longwood Avenue,Prospect Avenue,Hewitt Place,SB,49.95833333
East 174 Street,EAST 174 STREET,ST LAWRENCE AVENUE,COMMONWEALTH AVENUE,EB,49.91666667
New Utrecht Avenue,NEW UTRECHT AVENUE,52 STREET,53 STREET,NB,49.875
Riverdale Avenue,RIVERDALE AVENUE,WEST 260 STREET,WEST 261 STREET,SB,49.875
63 Drive,63 Drive,Austin Street,Wetherole Street,SB,49.875
Cherry Street,CHERRY STREET,Market Street,Catherine Street,WB,49.875
Willowbrook Road,WILLOWBROOK ROAD,COLLFIELD AVENUE,SENECA LOOP,EB,49.83333333
Woodrow Road,WOODROW ROAD,DELMAR AVENUE,EVERTON AVENUE,WB,49.83333333
Bronxwood Avenue,BRONXWOOD AVENUE,Mace Avenue,Allerton Avenue,SB,49.83333333
Morningside Drive,MORNINGSIDE DRIVE,West 120th Street,West 121 Street,NB,49.83333333
Bedford Park Boulevard,BEDFORD PARK BOULEVARD,GRAND CONCOURSE,GRAND CONCOURSE,WB,49.79166667
31 Avenue,31 Avenue,131 Street,Whitestone Expressway,EB,49.79166667
Willowbrook Road,WILLOWBROOK ROAD,Seneca Loop,Collfield Avenue,EB,49.79166667
200 Street,200 STREET,36 AVENUE,FRANCIS LEWIS BOULEVARD,NB,49.70833333
73 Place,73 Place,Central Avenue,Dead End,NB,49.70833333
45 Avenue,45 AVENUE,194 STREET,195 STREET,WB,49.66666667
Ash St,ASH ST,COMMERCIAL ST,MC GUINNESS,WB,49.66666667
Henry Hudson Pkwy,HENRY HUDSON PKWY,INDEPENDENCE AVE,W 232nd ST,SB-SER,49.66666667
Avenue U,Avenue U,East 71 Street,Veterans Avenue,NB,49.66666667
East 135Th Street,EAST 135th STREET,Park Avenue,Canal Street West,NB,49.625
Little Clove Road,LITTLE CLOVE ROAD,NORTHERN BOULEVARD,BRISTOL AVENUE,EB,49.58333333
3 Street,3 STREET,SMITH STREET,HOYT STREET,EB,49.58333333
Morningside Drive,Morningside Drive,West 121 Street,Amsterdam Avenue,WB,49.58333333
Ocean Parkway,Ocean Parkway,Caton Avenue,Albemarle Road,NB,49.58333333
73 Place,73 PLACE,COOPER AVENUE,CENTRAL AVENUE,NB,49.58333333
Tinton Avenue,Tinton Avenue,Home Street,East 168 Street,SB,49.58333333
Shore Pkwy South,Shore Pkwy South,E 16 St,Bay Court,EB,49.54166667
Bronxwood Avenue,Bronxwood Avenue,Mace Avenue,Allerton Avenue,SB,49.54166667
Hicks Street,Hicks Street,Kane Street,De Graw Street,SB,49.54166667
E 204Th St,E 204th St,Grand Concourse,E Mosholu Pkwy S,EB,49.5
Norfolk Street,NORFOLK STREET,Delancey Street,Rivington Street,NB,49.5
East 174 Street,EAST 174 STREET,COMMONWEALTH AVENUE,ST LAWRENCE AVENUE,EB,49.45833333
45 Avenue,45 AVENUE,193 STREET,192 STREET,WB,49.45833333
Kings Highway Service,KINGS HIGHWAY SERVICE,AVENUE I,AVENUE J,SB,49.41666667
Morningside Drive,Morningside Drive,West 121 Street,Amsterdam Avenue,WB,49.41666667
200 Street,200 STREET,36 AVENUE,FRANCIS LEWIS BOULEVARD,NB,49.41666667
Audubon Avenue,AUDUBON AVENUE,WEST 166 STREET,WEST 167 STREET,NB,49.375
Underhill Ave,UNDERHILL AVE,53 AVE,58 AVE,WB,49.33333333
Bronxwood Avenue,Bronxwood Avenue,Mace Avenue,Allerton Avenue,SB,49.33333333
204 Street,204 Street,Grand Concourse,Valentine Avenue,WB,49.33333333
East 163 Street,East 163 Street,Eagle Avenue,Cauldwell Avenue,SB,49.29166667
East 174 Street,EAST 174 STREET,ST LAWRENCE AVENUE,COMMONWEALTH AVENUE,EB,49.29166667
Lakewood Ave,LAKEWOOD AVE,INWOOD STREET,LIVERPOOL STREET,NB,49.25
Laconia Avenue,Laconia Avenue,Adee Avenue,Burke Avenue,NB,49.25
Cedar Ave,Cedar Ave,W 179th St,W Fordham Rd,NB,49.25
Eastern Parkway,Eastern Parkway,Troy Avenue,Albany Avenue,WB,49.20833333
Wadsworth Avenue,WADSWORTH AVENUE,West 175th Street,West 176th Street,SB,49.20833333
Woodhaven Boulevard,WOODHAVEN BOULEVARD,73rd Avenue,74th Avenue,SB,49.20833333
West 167 Street,West 167 Street,Audubon Avenue,St. Nicholas Avenue,WB,49.16666667
Cherry Street,CHERRY STREET,Market Street,Catherine Street,WB,49.16666667
Wadsworth Avenue,Wadsworth Avenue,West 176 Street,West 175 Street,SB,49.125
E 204Th St,E 204th St,Grand Concourse,E Mosholu Pkwy S,EB,49.125
45 Avenue,45 AVENUE,193 STREET,192 STREET,WB,49.08333333
50 Street,50 STREET,NEW UTRECHT AVENUE,13 AVENUE,EB,49.04166667
Bay Ridge Avenue,Bay Ridge Avenue,11 Avenue,12 Avenue,WB,49
Ralph Ave,RALPH AVE,MACON ST,MAC DONOUGH ST,NB,48.95833333
Honeywell Street,Honeywell Street,Northern Boulevard,Skillman Avenue,SB,48.91666667
Hegeman Avenue,HEGEMAN AVENUE,FOUNTAIN AVENUE,LOGAN STREET,WB,48.83333333
Bronxwood Avenue,Bronxwood Avenue,Mace Avenue,Allerton Avenue,SB,48.83333333
East 165 Street,EAST 165 STREET,SHERIDAN AVENUE,SHERIDAN AVENUE,EB,48.79166667
200 Street,200 Street,36 Avenue,Francis Lewis Boulevard,NB,48.79166667
Calhoun Avenue,CALHOUN AVENUE,East 177th Street,Dewey Avenue,SB,48.79166667
Marathon Parkway,MARATHON PARKWAY,60th Avenue,61st Avenue,SB,48.79166667
Willowbrook Road,WILLOWBROOK ROAD,Seneca Loop,Collfield Avenue,WB,48.79166667
East 174 Street,EAST 174 STREET,HOE AVENUE,VYSE AVENUE,WB,48.70833333
Market Street,MARKET STREET,CHERRY STREET,SOUTH STREET,EB,48.66666667
Longwood Avenue,Longwood Avenue,Prospect Avenue,Hewitt Place,SB,48.66666667
Underhill Ave,UNDERHILL AVE,53 AVE,58 AVE,WB,48.625
Shore Pkwy North,Shore Pkwy North,Bay 40 St,25 Ave,WB,48.58333333
Jerome Avenue Sr,JEROME AVENUE SR,GOBLE PLACE,EAST MOUNT EDEN AVENUE,SB,48.58333333
Whitney Avenue,WHITNEY AVENUE,ASKE STREET,ROOSEVELT AVENUE,SB,48.54166667
Throgs Neck Expwy Ser Rd,THROGS NECK EXPWY SER RD,HARDING AVENUE,LONGSTREET AVENUE,WB,48.5
Cedar Lawn Avenue,CEDAR LAWN AVENUE,VIRGINIA STREET,READS LANE,WB,48.5
West 167 Street,West 167 Street,Audubon Avenue,St. Nicholas Avenue,WB,48.45833333
Tinton Street,Tinton Street,Home Street,168 Street,SB,48.45833333
3 Avenue,3 Avenue,East 189 Street,Park Avenue,SB,48.45833333
Murdock Avenue,Murdock Avenue,174 Street,173 Street,SB,48.41666667
East Tremont Avenue,EAST TREMONT AVENUE,HARDING AVENUE,SILVER BEACH PLACE,SB,48.41666667
Wadsworth Avenue,Wadsworth Avenue,West 176 Street,West 175 Street,SB,48.375
Morningside Drive,MORNINGSIDE DRIVE,120 STREET,121 STREET,EB,48.375
East 161 Street,East 161 Street,Eagle Avenue,Cauldwell Avenue,EB,48.33333333
Ash St,ASH ST,COMMERCIAL ST,MC GUINNESS,WB,48.29166667
Undercliff Avenue,UNDERCLIFF AVENUE,SEDGWICK AVENUE,WEST 171 STREET,NB,48.29166667
Willowbrook Road,WILLOWBROOK ROAD,COLLFIELD AVENUE,SENECA LOOP,EB,48.29166667
Riverside Drive,Riverside Drive,West 113 Street,West 114 Street,NB,48.25
Bronxwood Avenue,BRONXWOOD AVENUE,Mace Avenue,Allerton Avenue,NB,48.25
Laconia Avenue,LACONIA AVENUE,ARNOW AVENUE,ADEE AVENUE,NB,48.16666667
Laconia Avenue,LACONIA AVENUE,ARNOW AVENUE,ADEE AVENUE,SB,48.16666667
Fresh Meadow Lane,FRESH MEADOW LANE,HORACE HARDING EXPRESSWAY,65 AVENUE,NB,48.16666667
Stillwell Avenue,STILLWELL AVENUE,PELHAM PARKWAY,RHINELANDER AVENUE,WB,48.08333333
Ogden Avenue,OGDEN AVENUE,WEST 170 STREET,WEST 171 STREET,SB,48.04166667
East 135Th Street,EAST 135th STREET,Park Avenue,Canal Street West,NB,48.04166667
Little Clove Road,LITTLE CLOVE ROAD,NORTHERN BOULEVARD,BRISTOL AVENUE,WB,48
Greenpoint Avenue,GREENPOINT AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,WB,48
Myrtle Avenue,MYRTLE AVENUE,FREEDOM DRIVE,108 STREET,EB,48
St Nicholas Place,ST NICHOLAS PLACE,150 STREET,151 STREET,SB,48
167 Street,167 Street,Audubon Avenue,St Nicholas Avenue,WB,48
Brinkerhoff Ave,BRINKERHOFF AVE,111 AVE,143 STREET,WB,47.95833333
Henry Hudson Pkwy,HENRY HUDSON PKWY,INDEPENDENCE AVE,W 232nd ST,SB-SER,47.95833333
45 Avenue,45 Avenue,192 Street,193 Street,WB,47.95833333
Morningside Drive,Morningside Drive,West 121 Street,Amsterdam Avenue,EB,47.91666667
West 167 Street,West 167 Street,Audubon Avenue,St. Nicholas Avenue,WB,47.875
St Nicholas Place,ST NICHOLAS PLACE,150 STREET,151 STREET,SB,47.875
Laconia Avenue,Laconia Avenue,Adee Avenue,Burke Avenue,SB,47.875
E 177 St,E 177 ST,HARDING AVENUE,LONGSTREET AVENUE,WB,47.83333333
Clay Street,CLAY STREET,COMMERCIAL STREET,MANHATTAN AVENUE,EB,47.79166667
167 Street,167 Street,Audubon Avenue,St Nicholas Avenue,WB,47.75
Fresh Meadow Lane,FRESH MEADOW LANE,HORACE HARDING EXPRESSWAY,65 AVENUE,NB,47.70833333
3 Avenue,3 Avenue,East 189 Street,Park Avenue,NB,47.70833333
Bronxwood Avenue,BRONXWOOD AVENUE,Mace Avenue,Allerton Avenue,SB,47.70833333
Putnam Avenue,Putnam Avenue,Claver Place,Franklin Avenue,EB,47.66666667
Henry Hudson Pkwy,HENRY HUDSON PKWY,INDEPENDENCE AVE,W 232nd ST,SB-SER,47.625
Murdock Avenue,Murdock Avenue,174 Street,173 Street,SB,47.625
Rosedale Avenue,Rosedale Avenue,Cross Bronx Expressway Main Road,Cross Bronx Expressway Service Road,SB,47.625
73 Place,73 Place,Central Avenue,Dead End,NB,47.625
Willowbrook Road,WILLOWBROOK ROAD,Seneca Loop,Collfield Avenue,EB,47.625
Longwood Avenue,Longwood Avenue,Prospect Avenue,Hewitt Place,SB,47.54166667
Morningside Drive,Morningside Drive,West 121 Street,Amsterdam Avenue,EB,47.5
Cherry Street,CHERRY STREET,CATHERINE SLIP,MARKET STREET,WB,47.5
Throgs Neck Expwy Ser Rd,THROGS NECK EXPWY SER RD,HARDING AVENUE,LONGSTREET AVENUE,WB,47.45833333
Morningside Drive,Morningside Drive,West 121 Street,Amsterdam Avenue,WB,47.41666667
Stewart Avenue,Stewart Avenue,Metropolitan Avenue,Grand Street,NB,47.41666667
Eastern Parkway,Eastern Parkway,Troy Avenue,Albany Avenue,WB,47.41666667
Cherry Street,CHERRY STREET,CATHERINE SLIP,MARKET STREET,WB,47.41666667
East 174 Street,EAST 174 STREET,ST LAWRENCE AVENUE,COMMONWEALTH AVENUE,EB,47.41666667
Kings Highway Service,KINGS HIGHWAY SERVICE,AVENUE I,AVENUE J,SB,47.375
Tinton Street,Tinton Street,Home Street,168 Street,SB,47.375
St Nicholas Place,ST NICHOLAS PLACE,150 STREET,151 STREET,SB,47.29166667
Cooper Avenue,COOPER AVENUE,79TH STREET,78TH STREET,WB,47.25
Morningside Drive,Morningside Drive,West 121 Street,Amsterdam Avenue,EB,47.20833333
Bronxwood Avenue,Bronxwood Avenue,Mace Avenue,Allerton Avenue,NB,47.20833333
Bronxwood Avenue,BRONXWOOD AVENUE,Mace Avenue,Allerton Avenue,NB,47.20833333
Ocean Parkway,OCEAN PARKWAY,Avenue S,AvenueT,SB,47.20833333
Hegeman Avenue,HEGEMAN AVENUE,FOUNTAIN AVENUE,LOGAN STREET,EB,47.16666667
Bronxwood Avenue,Bronxwood Avenue,Mace Avenue,Allerton Avenue,NB,47.16666667
Ocean Parkway Service Road,Ocean Parkway Service Road,Lawrence Avenue,Parkville Avenue,NB,47.16666667
3 Street,3 STREET,SMITH STREET,HOYT STREET,EB,47.125
Tinton Avenue,Tinton Avenue,East 150 Street,East 151 Street,SB,47.125
Marathon Parkway,MARATHON PARKWAY,60th Avenue,61st Avenue,SB,47.125
Myrtle Avenue,MYRTLE AVENUE,FREEDOM DRIVE,108 STREET,WB,47.08333333
Ocean Parkway Service Road,Ocean Parkway Service Road,Lawrence Avenue,Parkville Avenue,NB,47.08333333
Fresh Meadow Lane,FRESH MEADOW LANE,HORACE HARDING EXPRESSWAY,65 AVENUE,NB,47.04166667
34Th St,34th St,91st St,92nd St,WB,47.04166667
Wadsworth Avenue,WADSWORTH AVENUE,West 175th Street,West 176th Street,SB,47.04166667
Fresh Meadow Lane,Fresh Meadow Lane,Horace Harding Expressway Sr. S,65 Avenue,NB,47
Commercial Street,COMMERCIAL STREET,Clay Street,Box Street,EB,46.95833333
Bronxwood Avenue,BRONXWOOD AVENUE,Mace Avenue,Allerton Avenue,NB,46.95833333
E 204Th St,E 204th St,Grand Concourse,E Mosholu Pkwy S,EB,46.91666667
Fresh Meadow Lane,Fresh Meadow Lane,Horace Harding Expressway Sr. S,65 Avenue,NB,46.875
Eastern Parkway,Eastern Parkway,Troy Avenue,Albany Avenue,WB,46.83333333
East 36 Street,East 36 Street,Quentin Road,Avenue R,NB,46.79166667
Fresh Meadow Lane,Fresh Meadow Lane,Horace Harding Expressway Sr. S,65 Avenue,NB,46.79166667
East Tremont Avenue,EAST TREMONT AVENUE,HARDING AVENUE,SILVER BEACH PLACE,NB,46.75
Southern Boulevard,SOUTHERN BOULEVARD,CROTONA PARK EAST,EAST 175 STREET,NB,46.70833333
Tinton Street,Tinton Street,Home Street,168 Street,NB,46.625
Little Clove Road,LITTLE CLOVE ROAD,Northern Boulevard,Bristol Avenue,WB,46.625
Woodhaven Boulevard,WOODHAVEN BOULEVARD,73rd Avenue,74th Avenue,SB,46.625
Ocean Parkway,Ocean Parkway,Avenue S,Avenue T,SB,46.58333333
Bronxwood Avenue,BRONXWOOD AVENUE,Mace Avenue,Allerton Avenue,SB,46.58333333
204 Street,204 Street,Grand Concourse,Valentine Avenue,WB,46.54166667
St Anns Avenue,ST ANNS AVENUE,EAST 156 STREET,EAST 157 STREET,NB,46.45833333
Market Street,MARKET STREET,CHERRY STREET,SOUTH STREET,EB,46.41666667
Bronxwood Avenue,Bronxwood Avenue,Mace Avenue,Allerton Avenue,SB,46.41666667
Underhill Avenue,Underhill Avenue,189 Street,190 Street,WB,46.41666667
East Tremont Avenue,EAST TREMONT AVENUE,HARDING AVENUE,SILVER BEACH PLACE,SB,46.375
Underhill Avenue,Underhill Avenue,189 Street,190 Street,EB,46.375
Fresh Meadow Lane,FRESH MEADOW LANE,HORACE HARDING EXPRESSWAY,65 AVENUE,NB,46.33333333
Little Clove Road,LITTLE CLOVE ROAD,Northern Boulevard,Bristol Avenue,WB,46.33333333
Morningside Drive,Morningside Drive,West 121 Street,Amsterdam Avenue,EB,46.29166667
Longwood Avenue,Longwood Avenue,Prospect Avenue,Hewitt Place,SB,46.29166667
Winthrop St,Winthrop St,Kingston Ave,Albany Ave,EB,46.25
Putnam Avenue,Putnam Avenue,Claver Place,Franklin Avenue,EB,46.25
Putnam Ave,PUTNAM AVE,CLAVER PL,FRANKLIN AVE,EB,46.20833333
Longwood Avenue,Longwood Avenue,Prospect Avenue,Hewitt Place,SB,46.20833333
45 Avenue,45 AVENUE,193 STREET,192 STREET,WB,46.20833333
Underhill Avenue,Underhill Avenue,189 Street,190 Street,EB,46.20833333
Conner Street,CONNER STREET,HOLLERS AVENUE,BOSTON ROAD,EB,46.16666667
Murdock Avenue,Murdock Avenue,174 Street,173 Street,SB,46.16666667
Colonial Road,Colonial Road,67 Street,Senator Street,NB,46.16666667
Bay Ridge Avenue,BAY RIDGE AVENUE,19 AVENUE,20 AVENUE,EB,46.125
